"Name,Checked Out By,Checked Out In,Revision,Modified,Doc ID"
"בדיקה חשמלית לוט B,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\Validations\Val-1771-new gel cup mold for amphenol sensor\Val-1771_General_new gel cup mold for amphenol sensor\בדיקות חשמליות,0,30/12/2021 15:29:12,Doc-248114"
"AA060570688D,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\06 - מכונה מס' 6\05 - Micva\LB\NOT IN USE,-,06/12/2021 17:01:44,"
"AA060570987,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\06 - מכונה מס' 6\05 - Micva\PREMIUM MICVA,-,06/12/2021 15:29:05,"
"TRpuov78207,eyal.sh,MNENG-EYAL-HPZ   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\oven with frame,,22/01/2023 10:59:15,"
"AA060555963,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"AA060546264,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"AA060555965,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"AA060555968,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"Kickoff Tranducer 612,eyal.sh,MNENG-EYAL-HPZ   C:\ePDM_Elcam\ManEng\MEProjects\MEPRJ-0116-תחנת הזנה רובוטית לטרנסדיוסר - מערך 612\2-Spsification\21-Initiation_Document,-,13/09/2022 09:16:55,Doc-266347"
"DLT-TECH04-01-2022-064634 לוטC,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\Validations\Val-1771-new gel cup mold for amphenol sensor\Val-1771_General_new gel cup mold for amphenol sensor\בדיקות חשמליות,0,04/01/2022 08:31:09,Doc-248231"
"AA060555969,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"בדיקה חשמלית לוט C,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\Validations\Val-1771-new gel cup mold for amphenol sensor\Val-1771_General_new gel cup mold for amphenol sensor\בדיקות חשמליות,0,30/12/2021 15:29:12,Doc-248113"
"AA060555983,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"AA060556031,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"AA060556092,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"AA060556093,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"Table only -Val 1803- VMP+PFMEA,eyal.sh,MNENG-EYAL-HPZ   C:\ePDM_Elcam\Validations\Val-1803-תחנת הזנה אוטומטית במערך 612\Val-1803_General_תחנת הזנה אוטומטית במערך 612\old v,0,29/09/2022 15:52:46,Doc-256794"
"AA060560447,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"AA060560902,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"06MiSP50035,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"06MiSP50036,eyal.sh,MNENG-EYAL-T165   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\05 - Machine 5\01 - מקבעים\01 - HP New,-,28/11/2021 10:39:46,"
"ELC Cobot Assy,eyal.sh,MNENG-EYAL-HPZ   C:\ePDM_Elcam\ManEng\MEProjects\MEPRJ-0116-תחנת הזנה רובוטית לטרנסדיוסר - מערך 612\4-Design\41-CAD_Files\CDR - מודל,-,30/10/2022 14:57:58,Doc-267786"
"TRpuov78209,eyal.sh,MNENG-EYAL-HPZ   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\oven with frame,,22/01/2023 10:59:32,"
"16-12-2021-31-2113262802-נספח 2,fadi.b,MLD-MOULD-W10   C:\ePDM_Elcam\Documents\Injection\Mold Re-validation\ME-178-370800,1,16/12/2021 15:12:56,Doc-246718"
"16-12-2021-31-2113262802-נספח 22,fadi.b,MLD-MOULD-W10   C:\ePDM_Elcam\Documents\Injection\Mold Re-validation\ME-178-370800,1,16/12/2021 15:17:00,Doc-246719"
"sgmjv_01a_a61_key.prt.1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\Yaskawa SGMJV-01\SOLID-SGMJV-01 Files\ProE,,03/10/2022 15:54:43,"
"sgmjv_01a_a61,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\Yaskawa SGMJV-01\SOLID-SGMJV-01 Files,,03/10/2022 15:54:43,"
"sgmjv_01a_a61.IGS,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\Yaskawa SGMJV-01\SOLID-SGMJV-01 Files,,03/10/2022 15:54:43,"
"PARTserver0202209210829560070478510e898ce,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\ארון GA 9116.210,,03/10/2022 15:55:12,"
"Stainless Steel-Clamping bolt GN 708.1-M5-45-A-NI-2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-45-A-NI,-,03/10/2022 15:55:59,"
"Stainless Steel-Clamping bolt GN 708.1-M5-45-A-NI (0).x_b,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-45-A-NI,,03/10/2022 15:55:59,"
"sgmjv_01a_a61,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\Yaskawa SGMJV-01\SOLID-SGMJV-01 Files,,03/10/2022 15:54:43,"
"sgmjv_01a_a61.STEP,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\Yaskawa SGMJV-01\SOLID-SGMJV-01 Files,,03/10/2022 15:54:43,"
"SOLID-SGMJV-01,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\Yaskawa SGMJV-01,,03/10/2022 15:54:41,"
"06430267108,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\43 - EAI Rear Assy 2.25 Jig\02 - Rear Assy Platform,-,09/06/2022 07:19:44,"
"PARTserver0202208101926146901127610e898ce,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\Stainless Steel-Toggle clamp GN 810-75-A-NI,,03/10/2022 15:51:26,"
"F.Assy Jig Base,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,09/06/2022 09:37:23,"
"LWLF24___B1Q115_25_8_0_0_I_5,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\IKO\Linear Sliders\LWLF\LWLF24C1R115BS1Q\SOLIDWORKS,-,09/06/2022 11:50:08,"
"LWLF24___B1Q115_25_8_0_0_I_3,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\IKO\Linear Sliders\LWLF\LWLF24C1R115BS1Q\SOLIDWORKS,-,09/06/2022 11:50:08,"
"LWLF24___B1Q115_25_8_0_0_I,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\IKO\Linear Sliders\LWLF\LWLF24C1R115BS1Q\SOLIDWORKS,-,09/06/2022 11:50:08,"
"destaco_607,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\DE-STA-CO\Straight Line Action Clamps\607-M,,09/06/2022 13:48:57,"
"For TestingEAI 2.25 Assy8-Final,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device\Product Model,-,09/06/2022 14:31:00,"
"For TestingFINAL ASSY EAI 2.25,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device\Product Model,-,06/07/2022 09:37:57,"
"readme-and-terms-of-use-3d-cad-models,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\Stainless Steel-Toggle clamp GN 810-75-A-NI,,03/10/2022 15:51:26,"
"F.Assy Big Pusher,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,09/06/2022 16:19:01,"
"F.Assy SmallPusher,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,09/06/2022 16:26:23,"
"06430274266,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\43 - EAI Rear Assy 2.25 Jig\02 - Rear Assy Platform,-,12/06/2022 07:10:51,"
"06430274317,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\43 - EAI Rear Assy 2.25 Jig\02 - Rear Assy Platform,-,16/06/2022 14:59:02,"
"Stainless Steel-Toggle clamp GN 810-75-A-NI (closed).x_b,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\Stainless Steel-Toggle clamp GN 810-75-A-NI,,03/10/2022 15:51:26,"
"Part1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device\Product Model,-,19/06/2022 14:07:52,"
"Part2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device\Product Model,-,19/06/2022 14:26:52,"
"Assem1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device\Product Model,-,19/06/2022 14:43:33,"
"Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI-2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI,-,03/10/2022 15:50:07,"
"Assem1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\41 - CAI Final Assembly Device\07 - PFS Rod Inserter,-,22/06/2022 08:34:36,"
"xcvzxcbscdvbxv,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\41 - CAI Final Assembly Device\07 - PFS Rod Inserter,-,22/06/2022 13:58:51,"
"2-007,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\41 - CAI Final Assembly Device\07 - PFS Rod Inserter,-,22/06/2022 16:59:36,"
"Stainless Steel-Clamping bolt GN 708.1-M5-45-A-NI (0),galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-45-A-NI,-,03/10/2022 15:55:59,"
"Stainless Steel-Clamping bolt GN 708.1-M5-45-A-NI (0)-1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-45-A-NI,-,03/10/2022 15:55:59,"
"readme-and-terms-of-use-3d-cad-models,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-45-A-NI,,03/10/2022 15:55:59,"
"PARTserver0202209211426518521490510e898ce,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-45-A-NI,,03/10/2022 15:55:59,"
"Stainless Steel-Clamping bolt GN 708.1-M5-55-A-NI-2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-55-A-NI,-,03/10/2022 15:56:24,"
"Stainless Steel-Clamping bolt GN 708.1-M5-55-A-NI (0).x_b,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-55-A-NI,,03/10/2022 15:56:24,"
"PARTserver0202208150828384110984210e898ce,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI,,03/10/2022 15:50:07,"
"readme-and-terms-of-use-3d-cad-models,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI,,03/10/2022 15:50:07,"
"Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI (0),galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI,-,03/10/2022 15:50:07,"
"Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI (0).x_b,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI,,03/10/2022 15:50:07,"
"Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI (0)-1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\Stainless Steel-Clamping bolt GN 708.1-M6-55-A-NI,-,03/10/2022 15:50:07,"
"Stainless Steel-Clamping bolt GN 708.1-M5-55-A-NI (0),galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-55-A-NI,-,03/10/2022 15:56:24,"
"E3010375929,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1,,03/10/2022 08:45:30,"
"E3010376017,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand,-,21/09/2022 15:55:41,"
"Part1 V2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1,-,21/09/2022 09:41:57,"
"Part1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1,-,19/09/2022 14:59:21,"
"Jig Wall,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,06/07/2022 14:54:04,"
"Stainless Steel-Clamping bolt GN 708.1-M5-55-A-NI (0)-1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-55-A-NI,-,03/10/2022 15:56:24,"
"EAI Final Assy,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,06/07/2022 16:49:46,"
"Upper Left Pin Holder,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device\Product Model,-,06/07/2022 17:25:01,"
"Upper Right Pin Holder,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device\Product Model,-,06/07/2022 17:33:13,"
"Stoper,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device\Product Model,-,06/07/2022 18:03:43,"
"Upper Right Base 2.0,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,07/07/2022 12:46:28,"
"Upper Right Holder 2.0,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,07/07/2022 12:47:20,"
"Upper Right Sub Assy 2.0,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,07/07/2022 13:41:19,"
"Jig Small Bracket,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,10/07/2022 07:58:14,"
"Jig Side Presing Pin,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,10/07/2022 08:09:58,"
"asr_c02180120250s_,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device\Accessories\C0218-012-0250-S Round Wire Compression Springs,-,10/07/2022 12:09:09,"
"Upper Left Base 2.0,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,10/07/2022 12:16:09,"
"Upper Left Holder 2.0,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,10/07/2022 12:56:31,"
"Upper Left Sub Assy 2.0,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,10/07/2022 13:31:12,"
"Bottom Left Fork,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,10/07/2022 14:57:55,"
"Upper Body Holder,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,11/07/2022 08:34:05,"
"readme-and-terms-of-use-3d-cad-models,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\ארון GA 9116.210,,03/10/2022 15:55:12,"
"SGMJV-01,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\YASKAWA\SGMJV,-,19/09/2022 08:28:42,"
"Torque Test Jig Assy,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1,-,19/09/2022 07:22:51,"
"Torque Test Jig,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1,-,18/09/2022 14:19:26,"
"torque test-JIG,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1,-,18/09/2022 13:46:19,"
"readme-and-terms-of-use-3d-cad-models,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-55-A-NI,,03/10/2022 15:56:24,"
"PARTserver0202209211303418766311710e898ce,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1\Purchase Items\GN 708.1-M5-55-A-NI,,03/10/2022 15:56:24,"
"Table Structure Assy,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\A0 - כללי\14 - שולחן למאזניים,-,25/04/2022 11:58:12,"
"Table Structure,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\A0 - כללי\14 - שולחן למאזניים,-,25/04/2022 11:59:24,"
"Jig Main Wall,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,13/07/2022 09:18:32,"
"Bypass Arm,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,13/07/2022 09:37:57,"
"_Levelling foot with threaded stud GN 343.6-60-M16-80-KR (0)-3,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\Elesa+Ganter\Leveling Element\GN 343.6-60-M16-80-KR,-,25/04/2022 10:51:31,"
"Assem1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,13/07/2022 14:10:13,"
"Straightening Fork,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,13/07/2022 15:23:20,"
"Bypass B_Right Arm,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,14/07/2022 09:50:44,"
"_Levelling foot with threaded stud GN 343.6-60-M16-80-KR (0)-2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\Elesa+Ganter\Leveling Element\GN 343.6-60-M16-80-KR,-,25/04/2022 10:51:31,"
"EAI Upper Jig Button,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,17/07/2022 09:01:03,"
"_Levelling foot with threaded stud GN 343.6-60-M16-80-KR (0)-1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\Elesa+Ganter\Leveling Element\GN 343.6-60-M16-80-KR,-,25/04/2022 10:51:30,"
"EAI Long Botton,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,17/07/2022 14:49:55,"
